Date,ASIANPAINT,HDFCBANK,ITC,RELIANCE,TCS
2018-02-15,1090.1600341796875,902.1878662109375,218.03407287597656,907.02587890625,1299.7255859375
2018-02-16,1098.224853515625,900.6057739257812,216.6921844482422,893.1148681640625,1302.9239501953125
2018-02-19,1075.662109375,900.4140014648438,214.78102111816406,898.6405029296875,1298.725830078125
2018-02-20,1081.4708251953125,893.2229614257812,214.08975219726562,892.9210205078125,1308.1212158203125
2018-02-21,1082.2391357421875,890.4425048828125,218.1154022216797,900.9185791015625,1351.455078125
2018-02-22,1073.5020751953125,888.428955078125,217.22080993652344,896.0715942382812,1354.96435546875
2018-02-23,1057.85205078125,901.5406494140625,218.80665588378906,905.668701171875,1366.3365478515625
2018-02-26,1060.7325439453125,916.402099609375,216.7735137939453,909.9825439453125,1346.7462158203125
2018-02-27,1066.061279296875,912.0874633789062,216.6515350341797,921.4215698242188,1351.4776611328125
2018-02-28,1073.1658935546875,903.2904663085938,215.55361938476562,925.3477172851562,1348.2347412109375
2018-03-01,1074.27001953125,898.568359375,214.69972229003906,919.3858032226562,1349.4117431640625
2018-03-05,1061.8367919921875,896.4589233398438,211.6499786376953,895.8292236328125,1379.6854248046875
2018-03-06,1057.659912109375,885.09716796875,208.6002655029297,882.9844970703125,1351.677490234375
2018-03-07,1063.0845947265625,878.55322265625,211.36534118652344,862.530029296875,1344.8582763671875
2018-03-08,1082.6229248046875,888.26123046875,210.5114288330078,883.5662231445312,1334.4195556640625
2018-03-09,1084.0633544921875,887.3982543945312,210.83673095703125,885.165771484375,1347.8123779296875
2018-03-12,1086.3675537109375,895.1646118164062,219.6605682373047,901.8396606445312,1355.8309326171875
2018-03-13,1094.8165283203125,891.8087158203125,219.13192749023438,903.342041015625,1282.378662109375
